Name_domain,Product_name,Region,Country,Average_rating,Number_of_rates,Price,Type
Domaine Rostaing,Côte-Rôtie La Landonne 2015,Côte-Rôtie,France,4.1,114,315.7,Red
Joseph Phelps Vineyards,Insignia 2018,Napa Valley,United States,4.6,1019,316.2,Red
Billecart-Salmon,Cuvée Nicolas François Billecart Brut Champagne 1998,Champagne,France,4.4,319,316.8,Sparkling
Michel Noëllat,Les Boudots Nuits-Saint-Georges 1er Cru 2016,Nuits-Saint-Georges 1er Cru 'Aux Boudots',France,4.4,50,317.0,Red
Didier Dagueneau (Louis-Benjamin Dagueneau),Le Mont Damné Chavignol 2015,Sancerre,France,4.1,63,317.0,White
Didier Dagueneau (Louis-Benjamin Dagueneau),Le Mont Damné Chavignol 2018,Sancerre,France,4.4,49,317.0,White
Louis Roederer,Rosé Brut Champagne (Vintage) 2012,Champagne,France,4.3,2795,317.9,Sparkling
Roberto Voerzio,Rocche dell'Annunziata Barolo 2016,Barolo,Italy,4.5,229,317.9,Red
Tenuta San Guido,Sassicaia 2014,Bolgheri Sassicaia,Italy,4.5,8300,318.0,Red
Dr. Bürklin-Wolf,Kirchenstück G.C 2021,Pfalz,Germany,4.6,443,318.5,White
Roberto Voerzio,Fossati Barolo 2016,Barolo,Italy,4.5,125,319.0,Red
Deutz,Amour de Deutz Millésimé Brut Champagne 2009,Champagne,France,4.5,856,319.0,Sparkling
Domaine Robert Chevillon,Les Saint-Georges Nuits-Saint-Georges 1er Cru 2019,Nuits-Saint-Georges Premier Cru,France,4.2,970,319.0,Red
Mas de Daumas Gassac,Cuvée Émile Peynaud 2007,Hérault,France,4.4,37,319.0,Red
Domaine Nicole Lamarche (François Lamarche),Clos de Vougeot Grand Cru 2015,Clos Vougeot Grand Cru,France,4.5,65,319.0,Red
Domaine de Trévallon,Alpilles Rouge 2012,Alpilles,France,4.3,546,319.0,Red
Domaine Taupenot-Merme,Charmes Chambertin Grand Cru 2002,Charmes-Chambertin Grand Cru,France,4.0,27,319.0,Red
Château Lafite Rothschild,Carruades de Lafite Pauillac 2008,Pauillac,France,4.3,467,319.3,Red
Château Lafite Rothschild,Carruades de Lafite Pauillac 2011,Pauillac,France,4.2,576,319.3,Red
Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1969,Saint-Émilion Grand Cru,France,4.2,3702,319.3,Red
Château Latour,Les Forts de Latour Pauillac 2001,Pauillac,France,4.4,346,319.9,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 1967,Saint-Julien,France,4.2,36,320.0,Red
Chateau Palmer,Grand Vin de Château Palmer (Grand Cru Classé) 2008,Margaux,France,4.5,979,320.0,Red
Domaine du Clos des Fées,La Petite Siberie 2013,Côtes du Roussillon Villages,France,4.5,76,320.0,Red
Dom Pérignon,Brut Champagne 2012,Champagne,France,4.6,7254,320.0,Sparkling
Château Margaux,Pavillon Blanc du Château Margaux 2018,Bordeaux,France,4.3,49,320.0,White
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2009,Saint-Julien,France,4.6,1529,320.0,Red
Henri Bonneau,Chateauneuf-du-Pape Réserve des Célestins 2014,Châteauneuf-du-Pape,France,4.6,1680,320.0,Red
Louis Latour,Domaine Latour Aloxe-Corton 1953,Aloxe-Corton,France,4.1,2334,320.0,Red
Giuseppe Rinaldi,Tre Tine Barolo 2017,Barolo,Italy,4.3,94,320.0,Red
Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2007,Saint-Émilion Grand Cru,France,4.4,467,321.0,Red
Joseph Phelps Vineyards,Insignia 2019,Napa Valley,United States,4.6,253,321.3,Red
Maison Henri Boillot,Puligny-Montrachet 1er Cru 'Les Folatières' 2021,Puligny-Montrachet 1er Cru 'Les Folatières',France,4.3,167,321.3,White
Château Mossé,Le Tradition Côtes du Roussillon 1934,Côtes du Roussillon,France,3.8,53,322.0,Red
Giacomo Conterno,Barolo Arione 2018,Barolo,Italy,4.6,39,322.02,Red
Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2005,Pessac-Léognan,France,4.3,720,322.3,Red
Quilceda Creek,Cabernet Sauvignon 2019,Columbia Valley,United States,4.8,64,322.92,Red
Jean-Michel Gerin,La Landonne Côte-Rôtie 2021,Côte-Rôtie,France,4.5,600,323.28,Red
Poggio Antico,Brunello di Montalcino 2004,Brunello di Montalcino,Italy,4.4,648,323.4,Red
E. Guigal,Côte-Rôtie La Landonne 2017,Côte-Rôtie,France,4.6,62,324.0,Red
Tenuta San Guido,Sassicaia 2019,Bolgheri Sassicaia,Italy,4.6,1934,324.5,Red
Tenuta San Guido,Sassicaia 2020,Bolgheri Sassicaia,Italy,4.5,480,324.5,Red
Bruno Rocca,Currà Barbaresco Riserva 2012,Barbaresco,Italy,4.4,68,324.68,Red
Bruno Rocca,Currà Barbaresco Riserva 2013,Barbaresco,Italy,4.3,52,324.68,Red
Hubert Lamy,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien' 2013,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien',France,4.3,36,325.0,White
Hubert Lamy,Les Tremblots Vieilles Vignes Puligny-Montrachet 2012,Puligny-Montrachet,France,4.2,61,325.0,White
Chateau Palmer,Grand Vin de Château Palmer (Grand Cru Classé) 1991,Margaux,France,4.5,246,325.0,Red
Domaine Henri Gouges,Les Saint Georges Nuits-Saint-Georges 1er Cru 1999,Nuits-Saint-Georges Premier Cru,France,4.2,726,325.0,Red
E. Guigal,Côte-Rôtie La Mouline 2016,Côte-Rôtie,France,4.6,113,325.0,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2020,Pauillac,France,4.4,8422,325.0,Red
Elio Altare,Cannubi Barolo 2016,Barolo,Italy,4.5,240,325.45,Red
Rocca di Frassinello,Baffonero Maremma Toscana 2015,Maremma Toscana,Italy,4.5,209,325.45,Red
Piero Busso,Gallina Barbaresco 2016,Barbaresco,Italy,4.5,88,325.45,Red
Domaine Jacques Prieur,Gevrey-Chambertin Premier Cru 2015,Gevrey-Chambertin Premier Cru,France,4.2,41,325.45,Red
Gianni Brunelli,Brunello di Montalcino Riserva 2016,Brunello di Montalcino,Italy,4.6,32,325.45,Red
Tenuta di Trinoro,Toscana Rosso 2014,Toscana,Italy,4.5,79,325.45,Red
Ferrari,'Giulio Ferrari' Riserva del Fondatore 2007,Trento,Italy,4.6,2008,325.45,Sparkling
San Leonardo,San Leonardo 2008,Vigneti delle Dolomiti,Italy,4.3,1002,325.45,Red
Col d'Orcia,Poggio Al Vento Brunello di Montalcino Riserva 2010,Brunello di Montalcino,Italy,4.4,644,325.45,Red
Castello di Ama,L'Apparita 2007,Toscana,Italy,4.4,245,325.45,Red
Gravner,Ribolla Gialla 2009,Venezia Giulia,Italy,4.3,706,325.45,White
Antinori,Tenuta Guado al Tasso Bolgheri Superiore 1990,Bolgheri Superiore,Italy,4.3,51,325.45,Red
Louis Roederer,Camille Hommage Rouge 2018,Champagne,France,4.4,33,325.45,Red
Rocche dei Manzoni,Vigna d'La Roul 1982,Barolo,Italy,4.3,1728,325.45,Red
Joseph Phelps Vineyards,Insignia 1999,Napa Valley,United States,4.6,447,325.45,Red
Elio Grasso,Barolo Gavarini Chiniera 2016,Barolo,Italy,4.3,192,325.45,Red
Domaine Dujac,Morey-Saint-Denis Premier Cru 2020,Morey-Saint-Denis Premier Cru,France,4.3,1167,326.2,Red
Château des Tours,Vacqueyras 2001,Vacqueyras,France,4.2,38,326.2,Red
Michel Colin - Deléger et Fils,Puligny-Montrachet 1er Cru 'Les Demoiselles' 2012,Puligny-Montrachet 1er Cru 'Les Demoiselles',France,4.2,174,326.2,White
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 1985,Saint-Julien,France,4.5,904,327.0,Red
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 1990,Saint-Julien,France,4.5,511,327.0,Red
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2009,Pauillac,France,4.5,1568,328.0,Red
E. Guigal,Côte-Rôtie La Turque 2017,Côte-Rôtie,France,4.6,88,329.0,Red
Xavier Monnot,Corton-Charlemagne Grand Cru 2020,Corton-Charlemagne Grand Cru,France,4.6,46,329.4,White
Domaine Jean Grivot,Vosne-Romanée 1er Cru Aux Brulées 2005,Vosne-Romanée Premier Cru,France,4.3,331,329.95,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2010,Pauillac,France,4.5,889,330.0,Red
Domaine d'Eugénie,Clos de Vougeot Grand Cru 2018,Clos Vougeot Grand Cru,France,4.2,27,330.0,Red
Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,Saint-Émilion Grand Cru,France,4.5,523,330.0,Red
Louis Jadot,Bonnes Mares Grand Cru 2013,Bonnes-Mares Grand Cru,France,4.3,30,330.0,Red
Château Figeac,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,Saint-Émilion Grand Cru,France,4.4,1551,330.0,Red
Domaine d'Eugénie,Clos de Vougeot Grand Cru 2014,Clos Vougeot Grand Cru,France,4.3,64,330.0,Red
Tommasi,De Buris Amarone della Valpolicella Classico Riserva 2008,Amarone della Valpolicella Classico,Italy,4.7,315,330.0,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 1998,Saint-Julien,France,4.5,1030,330.0,Red
Bollinger,R.D Extra Brut Champagne (Récemment Dégorgé) 2005,Champagne,France,4.6,8019,330.48,Sparkling
Méo-Camuzet,Corton Grand Cru 'Clos Rognet' 2020,Corton Grand Cru,France,4.4,556,331.0,Red
Château Trotanoy,Pomerol 2019,Pomerol,France,4.4,7397,331.0,Red
Hubert Lamy,Les Tremblots Vieilles Vignes Puligny-Montrachet 2020,Puligny-Montrachet,France,4.2,876,331.0,White
Château La Fleur-Pétrus,Pomerol 2020,Pomerol,France,4.4,28,331.0,Red
Hubert Lamy,Les Tremblots Vieilles Vignes Puligny-Montrachet 2014,Puligny-Montrachet,France,4.2,100,331.0,White
Thibault Liger-Belair,Charmes-Chambertin Grand Cru 2017,Charmes-Chambertin Grand Cru,France,4.6,134,333.9,Red
M. Chapoutier,Ermitage Le Méal 2014,Hermitage,France,4.3,72,334.0,Red
Miraval,Fleur de Miraval Exclusivement Rosé Champagne,Champagne,France,4.4,333,334.0,Sparkling
Elio Altare,Arborina Barolo 2003,Barolo,Italy,4.1,56,334.4,Red
E. Guigal,Côte-Rôtie La Landonne 2016,Côte-Rôtie,France,4.6,79,335.0,Red
M. Chapoutier,Ermitage Le Méal 2015,Hermitage,France,4.5,60,335.0,Red
Marchesi di Gresy,Barbaresco Martinenga 2009,Barbaresco,Italy,4.3,611,335.5,Red
Domaine Henri Gouges,Les Saint Georges Nuits-Saint-Georges 1er Cru 2002,Nuits-Saint-Georges Premier Cru,France,4.2,726,336.0,Red
Domaine Henri Gouges,Les Saint Georges Nuits-Saint-Georges 1er Cru 2003,Nuits-Saint-Georges Premier Cru,France,4.2,726,336.0,Red
Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape 2015,Châteauneuf-du-Pape,France,4.5,208,336.0,Red
Louis Roederer,Cristal Brut Champagne (Millésimé) 2015,Champagne,France,4.6,243,336.9,Sparkling
Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,Saint-Émilion Grand Cru,France,4.5,46,337.0,Red
Giacomo Conterno,Barolo Cascina Francia 2018,Barolo,Italy,4.5,141,337.02,Red
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2019,Pauillac,France,4.4,155,337.1,Red
Château Latour,Les Forts de Latour Pauillac 2010,Pauillac,France,4.5,667,337.1,Red
Sapience,Champagne 2013,Champagne,France,4.5,25,337.48,Sparkling
Château l'Évangile,Pomerol 2020,Pomerol,France,4.5,10029,337.5,Red
Perrier-Jouët,Belle Epoque Brut Champagne 1976,Champagne,France,4.5,21676,338.95,Sparkling
Lanson,Blanc de Blancs Champagne 1989,Champagne,France,4.1,651,340.0,Sparkling
E. Guigal,Côte-Rôtie La Mouline 2012,Côte-Rôtie,France,4.6,201,340.0,Red
Louis Jadot,Chambolle-Musigny Premier Cru Les Amoureuses 2017,Chambolle-Musigny Premier Cru,France,4.2,156,340.0,Red
M. Chapoutier,Ermitage Le Méal 2018,Hermitage,France,4.5,1985,340.0,Red
Domaine Bernard-Bonin,Initiales B.B. Bourgogne 2014,Bourgogne,France,4.1,31,340.8,White
Oddero,Barolo Rocche di Castiglione 2004,Barolo,Italy,4.4,35,341.0,Red
M. Chapoutier,Ermitage Le Méal 2019,Hermitage,France,4.5,1985,341.0,Red
M. Chapoutier,Ermitage Le Méal 2017,Hermitage,France,4.5,1985,342.0,Red
Domaine Jamet,Côte-Rôtie 2009,Côte-Rôtie,France,4.4,575,342.0,Red
Marie-Noelle Ledru,Brut Champagne Grand Cru 'Ambonnay',Champagne Grand Cru 'Ambonnay',France,4.2,1150,342.55,Sparkling
Hubert Lamy,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien' 2007,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien',France,4.2,331,343.0,White
Hubert Lamy,Saint-Aubin 1er Cru 'En Remilly' 2015,Saint-Aubin 1er Cru 'En Remilly',France,4.3,227,343.0,White
Agrapart & Fils,Vénus Blanc de Blancs Brut Nature Champagne Grand Cru 'Avize' 2017,Champagne Grand Cru 'Avize',France,4.4,838,344.6,Sparkling
Vieux Château Certan,Pomerol 1999,Pomerol,France,4.4,282,344.8,Red
Château Ausone,Chapelle d'Ausone Saint-Émilion Grand Cru 2005,Saint-Émilion Grand Cru,France,4.5,60,345.0,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2010,Saint-Julien,France,4.6,692,345.0,Red
Domaine du Clos des Fées,La Petite Siberie 2003,Côtes du Roussillon Villages,France,4.3,31,345.0,Red
Domaine de la Vougeraie,Charmes-Chambertin Grand Cru Les Mazoyères 2020,Charmes-Chambertin Grand Cru,France,4.4,562,345.1,Red
L'Anglore - Eric Pfifferling,Tavel 2019,Tavel,France,4.2,246,345.4,Rose
Château Margaux,Pavillon Blanc du Château Margaux 2011,Bordeaux,France,4.3,208,345.6,White
Domaine Leflaive,Puligny-Montrachet 2012,Puligny-Montrachet,France,4.3,281,346.0,White
Domaine Trapet,Chapelle-Chambertin Grand Cru 2017,Chapelle-Chambertin Grand Cru,France,4.5,28,346.0,Red
Borgogno,Barolo 1989,Barolo,Italy,4.1,15846,346.15,Red
Letrari,976 Riserva del Fondatore 2009,Trentino,Italy,4.3,61,346.15,Sparkling
Castello di Ama,L'Apparita 2013,Toscana,Italy,4.3,191,346.15,Red
Domaine Forey Père & Fils,Echezeaux Grand Cru 2018,Échezeaux Grand Cru,France,4.6,26,346.15,Red
Dugat-Py,Vieilles Vignes Gevrey-Chambertin Cuvée Cœur de Roy 2018,Gevrey-Chambertin,France,4.3,52,346.15,Red
Michel Gros,Clos de Vougeot Grand Cru Grand Maupertuis 2015,Clos Vougeot Grand Cru,France,4.3,316,346.15,Red
Vieux Château Certan,Pomerol 2006,Pomerol,France,4.5,538,346.15,Red
Biondi-Santi,Brunello di Montalcino 1999,Brunello di Montalcino,Italy,4.6,525,346.15,Red
Domaine des Comtes Lafon,Volnay Santenots-Du-Milieu Premier Cru 2010,Volnay Premier Cru,France,4.3,205,346.15,Red
Gilbert et Christine Felettig,Chambolle-Musigny Premier Cru 2016,Chambolle-Musigny Premier Cru,France,4.2,64,346.15,Red
Domaine Ponsot,Morey-Saint-Denis Premier Cru Cuvée des Alouettes 2020,Morey-Saint-Denis Premier Cru,France,4.2,1316,346.15,Red
Antinori,Tignanello 1978,Toscana,Italy,4.6,105,346.15,Red
Biondi-Santi,Brunello di Montalcino 1986,Brunello di Montalcino,Italy,4.3,66,346.5,Red
Le Macchiole,Messorio 2018,Toscana,Italy,4.4,147,347.6,Red
Tenuta Il Poggione,Brunello di Montalcino 2004,Brunello di Montalcino,Italy,4.1,900,347.6,Red
Château Montrose,Saint-Estèphe (Grand Cru Classé) 2010,Saint-Estèphe,France,4.5,1130,349.0,Red
Château La Conseillante,Pomerol 1985,Pomerol,France,4.6,170,349.0,Red
Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Les Caillerets' 2018,Chassagne-Montrachet 1er Cru 'Cailleret',France,4.3,433,349.0,White
Thierry Allemand,Cornas 'Reynard' 2015,Cornas,France,4.5,30,349.0,Red
Domaine Coche-Dury,Bourgogne Aligoté 2019,Bourgogne Aligoté,France,4.3,31,349.0,White
Zýmē,La Mattonara Amarone della Valpolicella Classico Riserva 2009,Amarone della Valpolicella Classico,Italy,4.7,139,349.8,Red
Baron Philippe de Rothschild,Henriot Reserve Champagne 1964,Champagne,France,4.0,48,349.95,Sparkling
Louis Latour,Corton-Charlemagne Grand Cru 1995,Corton-Charlemagne Grand Cru,France,4.3,63,349.95,White
Perrier-Jouët,Belle Epoque Rosé Brut Champagne 1988,Champagne,France,4.5,2143,349.95,Sparkling
Thibault Liger-Belair,Nuits-Saint-Georges Premier Cru 'Les Saint Georges' 2001,Nuits-Saint-Georges Premier Cru,France,4.3,1650,349.95,Red
Château La Nerthe,Cuvée des Cadettes Châteauneuf-du-Pape 1986,Châteauneuf-du-Pape,France,4.4,3422,349.95,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2016,Pauillac,France,4.5,254,350.0,Red
Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves) 2007,Pessac-Léognan,France,4.4,719,350.0,Red
Château Rauzan-Ségla,Margaux (Grand Cru Classé) 1983,Margaux,France,4.4,147,350.0,Red
Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 1995,Saint-Julien,France,4.5,1366,350.0,Red
E. Guigal,Côte-Rôtie La Turque 2012,Côte-Rôtie,France,4.6,211,350.0,Red
Bollinger,R.D Extra Brut Champagne (Récemment Dégorgé) 2002,Champagne,France,4.6,2719,350.0,Sparkling
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2009,Pauillac,France,4.4,890,350.0,Red
Domaine Trapet,Latricières-Chambertin Grand Cru 2019,Latricières-Chambertin Grand Cru,France,4.4,1298,350.0,Red
Domaine d'Eugénie,Clos de Vougeot Grand Cru 2020,Clos Vougeot Grand Cru,France,4.4,805,350.0,Red
Clos Rougeard,Brézé Saumur Blanc 2007,Saumur,France,4.3,94,350.0,White
E. Guigal,Côte-Rôtie La Turque 2011,Côte-Rôtie,France,4.7,324,350.0,Red
E. Guigal,Côte-Rôtie La Mouline 2018,Côte-Rôtie,France,4.6,32,350.0,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2017,Pauillac,France,4.3,142,350.0,Red
E. Guigal,Côte-Rôtie La Turque 2018,Côte-Rôtie,France,4.6,49,350.0,Red
Château Angelus,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,Saint-Émilion Grand Cru,France,4.5,1033,350.0,Red
Trimbach,Clos Sainte Hune Riesling Alsace 2005,Alsace,France,4.5,183,350.0,White
E. Guigal,Côte-Rôtie La Landonne 2018,Côte-Rôtie,France,4.6,40,350.0,Red
Château Boyd-Cantenac,Margaux (Grand Cru Classé) 1918,Margaux,France,4.1,6691,350.0,Red
Bodega Contador (Benjamín Romeo),Contador Rioja 2018,Rioja,Spain,4.7,36,351.9,Red
Oddero,Barolo Vigna Rionda Riserva 2007,Barolo,Italy,4.4,107,352.0,Red
Domaine des Comtes Lafon,Meursault 2020,Meursault,France,4.3,1800,353.7,White
Domaine de Montille,Pommard 1er Cru 'Les Rugiens' 1993,Pommard 1er Cru 'Les Rugiens',France,4.3,175,355.0,Red
Domaine Henri Gouges,Les Saint Georges Nuits-Saint-Georges 1er Cru 1998,Nuits-Saint-Georges Premier Cru,France,4.2,726,355.0,Red
Louis Jadot,Chambertin Clos de Beze Grand Cru 2003,Chambertin-Clos de Bèze Grand Cru,France,4.5,32,355.0,Red
Thierry Allemand,Cornas 'Les Chaillot' 2012,Cornas,France,4.4,154,355.0,Red
Château Trotanoy,Pomerol 2020,Pomerol,France,4.4,7397,355.0,Red
Hubert Lamy,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien' 2010,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien',France,4.2,331,355.0,White
Domaine Jean-Louis Chave,L'Hermitage Blanc 2018,Hermitage,France,4.6,46,355.0,White
Gravner,Rujno Rosso 1999,Venezia Giulia,Italy,4.5,48,355.3,Red
Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 1986,Saint-Julien,France,4.2,107,356.0,Red
Château Margaux,Pavillon Rouge du Château Margaux 2009,Margaux,France,4.5,1056,357.0,Red
Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,Saint-Émilion Grand Cru,France,4.6,373,357.8,Red
Château de Beaucastel,Hommage à Jacques Perrin Châteauneuf-du-Pape 2014,Châteauneuf-du-Pape,France,4.5,248,359.0,Red
La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 1990,Saint-Émilion Grand Cru,France,4.4,2102,359.0,Red
Armand de Brignac,Brut Champagne (Gold),Champagne,France,4.4,4010,359.0,Sparkling
Château Gazin,Pomerol 1937,Pomerol,France,4.2,11999,359.95,Red
Jacquesson,Champ Cain Extra Brut Champagne Grand Cru 'Avize' 2002,Champagne Grand Cru 'Avize',France,4.4,253,359.98,Sparkling
Louis Latour,Chambolle-Musigny 1953,Chambolle-Musigny,France,4.0,443,360.0,Red
Emmanuel Rouget,Nuits-Saint-Georges 2018,Nuits-Saint-Georges,France,4.3,47,360.0,Red
Château Margaux,Pavillon Rouge du Château Margaux 1996,Margaux,France,4.5,739,360.0,Red
Château Margaux,Pavillon Rouge du Château Margaux 2010,Margaux,France,4.5,758,360.0,Red
Bouchard Père & Fils,Echezeaux Grand Cru 2019,Échezeaux Grand Cru,France,4.4,457,360.0,Red
Château Montrose,Saint-Estèphe (Grand Cru Classé) 2009,Saint-Estèphe,France,4.5,1112,360.0,Red
Château Tertre Roteboeuf,Saint-Émilion Grand Cru 2010,Saint-Émilion Grand Cru,France,4.7,292,360.0,Red
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2008,Pauillac,France,4.4,353,360.0,Red
Château Margaux,Pavillon Rouge du Château Margaux 1988,Margaux,France,4.3,173,360.0,Red
Ornellaia,Bolgheri Superiore 2007,Bolgheri Superiore,Italy,4.7,2205,360.0,Red
Hubert Lamy,Vieilles Vignes Saint-Aubin 1er Cru 'Clos de la Chatenière' 2016,Saint-Aubin 1er Cru 'La Chatenière',France,4.3,92,361.0,White
Château Grand-Puy-Lacoste,Saint Guirons Pauillac 1996,Pauillac,France,4.3,341,361.0,Red
Hubert Lamy,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien' 2020,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien',France,4.2,332,361.0,White
Domaine Leflaive,Meursault 1er Cru Sous Le Dos d'Ane 2011,Meursault Premier Cru,France,4.4,149,361.0,White
Clos Rougeard,Les Poyeux Saumur Champigny 2000,Saumur-Champigny,France,4.5,2071,361.0,Red
Château Margaux,Pavillon Rouge du Château Margaux 2000,Margaux,France,4.5,1184,361.8,Red
Elena Walch,Cuvée Kermesse Rosso 2012,Südtirol - Alto Adige,Italy,4.2,75,361.9,Red
Domaine Rostaing,Côte-Rôtie Côte Blonde 2015,Côte-Rôtie,France,4.3,52,361.9,Red
Vieux Château Certan,Pomerol 2015,Pomerol,France,4.5,135,362.0,Red
Artadi,Viña El Pison 2018,Vino de España,Spain,4.8,69,362.58,Red
Petrolo,Galatrona 2000,Toscana,Italy,4.3,72,364.1,Red
Tenuta Luce,Luce 2007,Toscana,Italy,4.4,361,364.1,Red
Cerbaiona,Brunello di Montalcino 2016,Brunello di Montalcino,Italy,4.4,59,364.1,Red
Continuum,Continuum Estate 2018,Oakville,United States,4.7,493,364.14,Red
Didier Dagueneau (Louis-Benjamin Dagueneau),Le Mont Damné Chavignol 2014,Sancerre,France,4.5,108,365.0,White
Domaine Coche-Dury,Volnay Premier Cru 2006,Volnay Premier Cru,France,4.4,27,365.0,Red
Laurent Ponsot,Cuvée du Cèdre Clos Vougeot Grand Cru 2017,Clos Vougeot Grand Cru,France,4.4,51,365.0,Red
Laurent Ponsot,Cuvée du Cèdre Clos Vougeot Grand Cru 2018,Clos Vougeot Grand Cru,France,4.4,51,365.0,Red
Ao Yun (敖云葡萄园),Shangri-La (敖云) 2019,Yunnan,China,4.1,1824,365.16,Red
Château Hosanna,Pomerol 2010,Pomerol,France,4.5,197,365.7,Red
Roagna,Gallina Barbaresco 2017,Barbaresco,Italy,4.4,260,365.7,Red
Emidio Pepe,Montepulciano d'Abruzzo 2000,Montepulciano d'Abruzzo,Italy,4.3,246,365.7,Red
Amiot-Servelle,Chambolle-Musigny Premier Cru 'Derrière La Grange' 2019,Chambolle-Musigny 1er Cru 'Derrière la Grange',France,4.3,236,365.7,Red
Domaine Rostaing,Côte-Rôtie Côte Blonde 2017,Côte-Rôtie,France,4.3,32,365.7,Red
